id,maint,doors,persons,lugboot,safety,buying
805,low,3,more,med,low,high
806,low,3,more,med,med,high
807,low,3,more,med,high,high
808,low,3,more,big,low,high
809,low,3,more,big,med,high
810,low,3,more,big,high,high
811,low,4,2,small,low,high
812,low,4,2,small,med,high
813,low,4,2,small,high,high
814,low,4,2,med,low,high
815,low,4,2,med,med,high
816,low,4,2,med,high,high
817,low,4,2,big,low,high
818,low,4,2,big,med,high
819,low,4,2,big,high,high
820,low,4,4,small,low,high
821,low,4,4,small,med,high
822,low,4,4,small,high,high
823,low,4,4,med,low,high
824,low,4,4,med,med,high
825,low,4,4,med,high,high
826,low,4,4,big,low,high
827,low,4,4,big,med,high
828,low,4,4,big,high,high
829,low,4,more,small,low,high
830,low,4,more,small,med,high
831,low,4,more,small,high,high
832,low,4,more,med,low,high
833,low,4,more,med,med,high
834,low,4,more,med,high,high
835,low,4,more,big,low,high
836,low,4,more,big,med,high
837,low,4,more,big,high,high
838,low,morethanfive,2,small,low,high
839,low,morethanfive,2,small,med,high
840,low,morethanfive,2,small,high,high
841,low,morethanfive,2,med,low,high
842,low,morethanfive,2,med,med,high
843,low,morethanfive,2,med,high,high
844,low,morethanfive,2,big,low,high
845,low,morethanfive,2,big,med,high
846,low,morethanfive,2,big,high,high
847,low,morethanfive,4,small,low,high
848,low,morethanfive,4,small,med,high
849,low,morethanfive,4,small,high,high
850,low,morethanfive,4,med,low,high
851,low,morethanfive,4,med,med,high
852,low,morethanfive,4,med,high,high
853,low,morethanfive,4,big,low,high
854,low,morethanfive,4,big,med,high
855,low,morethanfive,4,big,high,high
856,low,morethanfive,more,small,low,high
857,low,morethanfive,more,small,med,high
858,low,morethanfive,more,small,high,high
859,low,morethanfive,more,med,low,high
860,low,morethanfive,more,med,med,high
861,low,morethanfive,more,med,high,high
862,low,morethanfive,more,big,low,high
863,low,morethanfive,more,big,med,high
864,low,morethanfive,more,big,high,high
865,vhigh,2,2,small,low,med
866,vhigh,2,2,small,med,med
867,vhigh,2,2,small,high,med
868,vhigh,2,2,med,low,med
869,vhigh,2,2,med,med,med
870,vhigh,2,2,med,high,med
871,vhigh,2,2,big,low,med
872,vhigh,2,2,big,med,med
873,vhigh,2,2,big,high,med
874,vhigh,2,4,small,low,med
875,vhigh,2,4,small,med,med
876,vhigh,2,4,small,high,med
877,vhigh,2,4,med,low,med
878,vhigh,2,4,med,med,med
879,vhigh,2,4,med,high,med
880,vhigh,2,4,big,low,med
881,vhigh,2,4,big,med,med
882,vhigh,2,4,big,high,med
883,vhigh,2,more,small,low,med
884,vhigh,2,more,small,med,med
885,vhigh,2,more,small,high,med
886,vhigh,2,more,med,low,med
887,vhigh,2,more,med,med,med
888,vhigh,2,more,med,high,med
889,vhigh,2,more,big,low,med
890,vhigh,2,more,big,med,med
891,vhigh,2,more,big,high,med
892,vhigh,3,2,small,low,med
893,vhigh,3,2,small,med,med
894,vhigh,3,2,small,high,med
895,vhigh,3,2,med,low,med
896,vhigh,3,2,med,med,med
897,vhigh,3,2,med,high,med
898,vhigh,3,2,big,low,med
899,vhigh,3,2,big,med,med
900,vhigh,3,2,big,high,med
901,vhigh,3,4,small,low,med
902,vhigh,3,4,small,med,med
903,vhigh,3,4,small,high,med
904,vhigh,3,4,med,low,med
905,vhigh,3,4,med,med,med
906,vhigh,3,4,med,high,med
907,vhigh,3,4,big,low,med
908,vhigh,3,4,big,med,med
909,vhigh,3,4,big,high,med
910,vhigh,3,more,small,low,med
911,vhigh,3,more,small,med,med
912,vhigh,3,more,small,high,med
913,vhigh,3,more,med,low,med
914,vhigh,3,more,med,med,med
915,vhigh,3,more,med,high,med
916,vhigh,3,more,big,low,med
917,vhigh,3,more,big,med,med
918,vhigh,3,more,big,high,med
919,vhigh,4,2,small,low,med
920,vhigh,4,2,small,med,med
921,vhigh,4,2,small,high,med
922,vhigh,4,2,med,low,med
923,vhigh,4,2,med,med,med
924,vhigh,4,2,med,high,med
925,vhigh,4,2,big,low,med
926,vhigh,4,2,big,med,med
927,vhigh,4,2,big,high,med
928,vhigh,4,4,small,low,med
929,vhigh,4,4,small,med,med
930,vhigh,4,4,small,high,med
931,vhigh,4,4,med,low,med
932,vhigh,4,4,med,med,med
933,vhigh,4,4,med,high,med
934,vhigh,4,4,big,low,med
935,vhigh,4,4,big,med,med
936,vhigh,4,4,big,high,med
937,vhigh,4,more,small,low,med
938,vhigh,4,more,small,med,med
939,vhigh,4,more,small,high,med
940,vhigh,4,more,med,low,med
941,vhigh,4,more,med,med,med
942,vhigh,4,more,med,high,med
943,vhigh,4,more,big,low,med
944,vhigh,4,more,big,med,med
945,vhigh,4,more,big,high,med
946,vhigh,morethanfive,2,small,low,med
947,vhigh,morethanfive,2,small,med,med
948,vhigh,morethanfive,2,small,high,med
949,vhigh,morethanfive,2,med,low,med
950,vhigh,morethanfive,2,med,med,med
951,vhigh,morethanfive,2,med,high,med
952,vhigh,morethanfive,2,big,low,med
953,vhigh,morethanfive,2,big,med,med
954,vhigh,morethanfive,2,big,high,med
955,vhigh,morethanfive,4,small,low,med
956,vhigh,morethanfive,4,small,med,med
957,vhigh,morethanfive,4,small,high,med
958,vhigh,morethanfive,4,med,low,med
959,vhigh,morethanfive,4,med,med,med
960,vhigh,morethanfive,4,med,high,med
961,vhigh,morethanfive,4,big,low,med
962,vhigh,morethanfive,4,big,med,med
963,vhigh,morethanfive,4,big,high,med
964,vhigh,morethanfive,more,small,low,med
965,vhigh,morethanfive,more,small,med,med
966,vhigh,morethanfive,more,small,high,med
967,vhigh,morethanfive,more,med,low,med
968,vhigh,morethanfive,more,med,med,med
969,vhigh,morethanfive,more,med,high,med
970,vhigh,morethanfive,more,big,low,med
971,vhigh,morethanfive,more,big,med,med
972,vhigh,morethanfive,more,big,high,med
973,high,2,2,small,low,med
974,high,2,2,small,med,med
975,high,2,2,small,high,med
976,high,2,2,med,low,med
977,high,2,2,med,med,med
978,high,2,2,med,high,med
979,high,2,2,big,low,med
980,high,2,2,big,med,med
981,high,2,2,big,high,med
982,high,2,4,small,low,med
983,high,2,4,small,med,med
984,high,2,4,small,high,med
985,high,2,4,med,low,med
986,high,2,4,med,med,med
987,high,2,4,med,high,med
988,high,2,4,big,low,med
989,high,2,4,big,med,med
990,high,2,4,big,high,med
991,high,2,more,small,low,med
992,high,2,more,small,med,med
993,high,2,more,small,high,med
994,high,2,more,med,low,med
995,high,2,more,med,med,med
996,high,2,more,med,high,med
997,high,2,more,big,low,med
998,high,2,more,big,med,med
999,high,2,more,big,high,med
1000,high,3,2,small,low,med
1001,high,3,2,small,med,med
1002,high,3,2,small,high,med
1003,high,3,2,med,low,med
1004,high,3,2,med,med,med
1005,high,3,2,med,high,med
1006,high,3,2,big,low,med
1007,high,3,2,big,med,med
1008,high,3,2,big,high,med
1009,high,3,4,small,low,med
1010,high,3,4,small,med,med
1011,high,3,4,small,high,med
1012,high,3,4,med,low,med
1013,high,3,4,med,med,med
1014,high,3,4,med,high,med
1015,high,3,4,big,low,med
1016,high,3,4,big,med,med
1017,high,3,4,big,high,med
1018,high,3,more,small,low,med
1019,high,3,more,small,med,med
1020,high,3,more,small,high,med
1021,high,3,more,med,low,med
1022,high,3,more,med,med,med
1023,high,3,more,med,high,med
1024,high,3,more,big,low,med
1025,high,3,more,big,med,med
1026,high,3,more,big,high,med
1027,high,4,2,small,low,med
1028,high,4,2,small,med,med
1029,high,4,2,small,high,med
1030,high,4,2,med,low,med
1031,high,4,2,med,med,med
1032,high,4,2,med,high,med
1033,high,4,2,big,low,med
1034,high,4,2,big,med,med
1035,high,4,2,big,high,med
1036,high,4,4,small,low,med
1037,high,4,4,small,med,med
1038,high,4,4,small,high,med
1039,high,4,4,med,low,med
1040,high,4,4,med,med,med
1041,high,4,4,med,high,med
1042,high,4,4,big,low,med
1043,high,4,4,big,med,med
1044,high,4,4,big,high,med
1045,high,4,more,small,low,med
1046,high,4,more,small,med,med
1047,high,4,more,small,high,med
1048,high,4,more,med,low,med
1049,high,4,more,med,med,med
1050,high,4,more,med,high,med
1051,high,4,more,big,low,med
1052,high,4,more,big,med,med
1053,high,4,more,big,high,med
1054,high,morethanfive,2,small,low,med
1055,high,morethanfive,2,small,med,med
1056,high,morethanfive,2,small,high,med
1057,high,morethanfive,2,med,low,med
1058,high,morethanfive,2,med,med,med
1059,high,morethanfive,2,med,high,med
1060,high,morethanfive,2,big,low,med
1061,high,morethanfive,2,big,med,med
1062,high,morethanfive,2,big,high,med
1063,high,morethanfive,4,small,low,med
1064,high,morethanfive,4,small,med,med
1065,high,morethanfive,4,small,high,med
1066,high,morethanfive,4,med,low,med
1067,high,morethanfive,4,med,med,med
1068,high,morethanfive,4,med,high,med
1069,high,morethanfive,4,big,low,med
1070,high,morethanfive,4,big,med,med
1071,high,morethanfive,4,big,high,med
1072,high,morethanfive,more,small,low,med
1073,high,morethanfive,more,small,med,med
1074,high,morethanfive,more,small,high,med
1075,high,morethanfive,more,med,low,med
1076,high,morethanfive,more,med,med,med
1077,high,morethanfive,more,med,high,med
1078,high,morethanfive,more,big,low,med
1079,high,morethanfive,more,big,med,med
1080,high,morethanfive,more,big,high,med
1081,med,2,2,small,low,med
1082,med,2,2,small,med,med
1083,med,2,2,small,high,med
1084,med,2,2,med,low,med
1085,med,2,2,med,med,med
1086,med,2,2,med,high,med
1087,med,2,2,big,low,med
1088,med,2,2,big,med,med
1089,med,2,2,big,high,med
1090,med,2,4,small,low,med
1091,med,2,4,small,med,med
1092,med,2,4,small,high,med
1093,med,2,4,med,low,med
1094,med,2,4,med,med,med
1095,med,2,4,med,high,med
1096,med,2,4,big,low,med
1097,med,2,4,big,med,med
1098,med,2,4,big,high,med
1099,med,2,more,small,low,med
1100,med,2,more,small,med,med
1101,med,2,more,small,high,med
1102,med,2,more,med,low,med
1103,med,2,more,med,med,med
1104,med,2,more,med,high,med
1105,med,2,more,big,low,med
1106,med,2,more,big,med,med
1107,med,2,more,big,high,med
1108,med,3,2,small,low,med
1109,med,3,2,small,med,med
1110,med,3,2,small,high,med
1111,med,3,2,med,low,med
1112,med,3,2,med,med,med
1113,med,3,2,med,high,med
1114,med,3,2,big,low,med
1115,med,3,2,big,med,med
1116,med,3,2,big,high,med
1117,med,3,4,small,low,med
1118,med,3,4,small,med,med
1119,med,3,4,small,high,med
1120,med,3,4,med,low,med
1121,med,3,4,med,med,med
1122,med,3,4,med,high,med
1123,med,3,4,big,low,med
1124,med,3,4,big,med,med
1125,med,3,4,big,high,med
1126,med,3,more,small,low,med
1127,med,3,more,small,med,med
1128,med,3,more,small,high,med
1129,med,3,more,med,low,med
1130,med,3,more,med,med,med
1131,med,3,more,med,high,med
1132,med,3,more,big,low,med
1133,med,3,more,big,med,med
1134,med,3,more,big,high,med
1135,med,4,2,small,low,med
1136,med,4,2,small,med,med
1137,med,4,2,small,high,med
1138,med,4,2,med,low,med
1139,med,4,2,med,med,med
1140,med,4,2,med,high,med
1141,med,4,2,big,low,med
1142,med,4,2,big,med,med
1143,med,4,2,big,high,med
1144,med,4,4,small,low,med
1145,med,4,4,small,med,med
1146,med,4,4,small,high,med
1147,med,4,4,med,low,med
1148,med,4,4,med,med,med
1149,med,4,4,med,high,med
1150,med,4,4,big,low,med
1151,med,4,4,big,med,med
1152,med,4,4,big,high,med
1153,med,4,more,small,low,med
1154,med,4,more,small,med,med
1155,med,4,more,small,high,med
1156,med,4,more,med,low,med
1157,med,4,more,med,med,med
1158,med,4,more,med,high,med
1159,med,4,more,big,low,med
1160,med,4,more,big,med,med
1161,med,4,more,big,high,med
1162,med,morethanfive,2,small,low,med
1163,med,morethanfive,2,small,med,med
1164,med,morethanfive,2,small,high,med
1165,med,morethanfive,2,med,low,med
1166,med,morethanfive,2,med,med,med
1167,med,morethanfive,2,med,high,med
1168,med,morethanfive,2,big,low,med
1169,med,morethanfive,2,big,med,med
1170,med,morethanfive,2,big,high,med
1171,med,morethanfive,4,small,low,med
1172,med,morethanfive,4,small,med,med
1173,med,morethanfive,4,small,high,med
1174,med,morethanfive,4,med,low,med
1175,med,morethanfive,4,med,med,med
1176,med,morethanfive,4,med,high,med
1177,med,morethanfive,4,big,low,med
1178,med,morethanfive,4,big,med,med
1179,med,morethanfive,4,big,high,med
1180,med,morethanfive,more,small,low,med
1181,med,morethanfive,more,small,med,med
1182,med,morethanfive,more,small,high,med
1183,med,morethanfive,more,med,low,med
1184,med,morethanfive,more,med,med,med
1185,med,morethanfive,more,med,high,med
1186,med,morethanfive,more,big,low,med
1187,med,morethanfive,more,big,med,med
1188,med,morethanfive,more,big,high,med
1189,low,2,2,small,low,med
1190,low,2,2,small,med,med
1191,low,2,2,small,high,med
1192,low,2,2,med,low,med
1193,low,2,2,med,med,med
1194,low,2,2,med,high,med
1195,low,2,2,big,low,med
1196,low,2,2,big,med,med
1197,low,2,2,big,high,med
1198,low,2,4,small,low,med
1199,low,2,4,small,med,med
1200,low,2,4,small,high,med
1201,low,2,4,med,low,med
1202,low,2,4,med,med,med
1203,low,2,4,med,high,med
1204,low,2,4,big,low,med
1205,low,2,4,big,med,med
1206,low,2,4,big,high,med
1207,low,2,more,small,low,med
1208,low,2,more,small,med,med
1209,low,2,more,small,high,med
1210,low,2,more,med,low,med
1211,low,2,more,med,med,med
1212,low,2,more,med,high,med
1213,low,2,more,big,low,med
1214,low,2,more,big,med,med
1215,low,2,more,big,high,med
1216,low,3,2,small,low,med
1217,low,3,2,small,med,med
1218,low,3,2,small,high,med
1219,low,3,2,med,low,med
1220,low,3,2,med,med,med
1221,low,3,2,med,high,med
1222,low,3,2,big,low,med
1223,low,3,2,big,med,med
1224,low,3,2,big,high,med
1225,low,3,4,small,low,med
1226,low,3,4,small,med,med
1227,low,3,4,small,high,med
1228,low,3,4,med,low,med
1229,low,3,4,med,med,med
1230,low,3,4,med,high,med
1231,low,3,4,big,low,med
1232,low,3,4,big,med,med
1233,low,3,4,big,high,med
1234,low,3,more,small,low,med
1235,low,3,more,small,med,med
1236,low,3,more,small,high,med
1237,low,3,more,med,low,med
1238,low,3,more,med,med,med
1239,low,3,more,med,high,med
1240,low,3,more,big,low,med
1241,low,3,more,big,med,med
1242,low,3,more,big,high,med
1243,low,4,2,small,low,med
1244,low,4,2,small,med,med
1245,low,4,2,small,high,med
1246,low,4,2,med,low,med
1247,low,4,2,med,med,med
1248,low,4,2,med,high,med
1249,low,4,2,big,low,med
1250,low,4,2,big,med,med
1251,low,4,2,big,high,med
1252,low,4,4,small,low,med
1253,low,4,4,small,med,med
1254,low,4,4,small,high,med
1255,low,4,4,med,low,med
1256,low,4,4,med,med,med
1257,low,4,4,med,high,med
1258,low,4,4,big,low,med
1259,low,4,4,big,med,med
1260,low,4,4,big,high,med
1261,low,4,more,small,low,med
1262,low,4,more,small,med,med
1263,low,4,more,small,high,med
1264,low,4,more,med,low,med
1265,low,4,more,med,med,med
1266,low,4,more,med,high,med
1267,low,4,more,big,low,med
1268,low,4,more,big,med,med
1269,low,4,more,big,high,med
1270,low,morethanfive,2,small,low,med
1271,low,morethanfive,2,small,med,med
1272,low,morethanfive,2,small,high,med
1273,low,morethanfive,2,med,low,med
1274,low,morethanfive,2,med,med,med
1275,low,morethanfive,2,med,high,med
1276,low,morethanfive,2,big,low,med
1277,low,morethanfive,2,big,med,med
1278,low,morethanfive,2,big,high,med
1279,low,morethanfive,4,small,low,med
1280,low,morethanfive,4,small,med,med
1281,low,morethanfive,4,small,high,med
1282,low,morethanfive,4,med,low,med
1283,low,morethanfive,4,med,med,med
1284,low,morethanfive,4,med,high,med
1285,low,morethanfive,4,big,low,med
1286,low,morethanfive,4,big,med,med
1287,low,morethanfive,4,big,high,med
1288,low,morethanfive,more,small,low,med
1289,low,morethanfive,more,small,med,med
1290,low,morethanfive,more,small,high,med
1291,low,morethanfive,more,med,low,med
1292,low,morethanfive,more,med,med,med
1293,low,morethanfive,more,med,high,med
1294,low,morethanfive,more,big,low,med
1295,low,morethanfive,more,big,med,med
1296,low,morethanfive,more,big,high,med
1297,vhigh,2,2,small,low,low
1298,vhigh,2,2,small,med,low
1299,vhigh,2,2,small,high,low
1300,vhigh,2,2,med,low,low
1301,vhigh,2,2,med,med,low
1302,vhigh,2,2,med,high,low
1303,vhigh,2,2,big,low,low
1304,vhigh,2,2,big,med,low
1305,vhigh,2,2,big,high,low
1306,vhigh,2,4,small,low,low
1307,vhigh,2,4,small,med,low
1308,vhigh,2,4,small,high,low
1309,vhigh,2,4,med,low,low
1310,vhigh,2,4,med,med,low
1311,vhigh,2,4,med,high,low
1312,vhigh,2,4,big,low,low
1313,vhigh,2,4,big,med,low
1314,vhigh,2,4,big,high,low
1315,vhigh,2,more,small,low,low
1316,vhigh,2,more,small,med,low
1317,vhigh,2,more,small,high,low
1318,vhigh,2,more,med,low,low
1319,vhigh,2,more,med,med,low
1320,vhigh,2,more,med,high,low
1321,vhigh,2,more,big,low,low
1322,vhigh,2,more,big,med,low
1323,vhigh,2,more,big,high,low
1324,vhigh,3,2,small,low,low
1325,vhigh,3,2,small,med,low
1326,vhigh,3,2,small,high,low
1327,vhigh,3,2,med,low,low
1328,vhigh,3,2,med,med,low
1329,vhigh,3,2,med,high,low
1330,vhigh,3,2,big,low,low
1331,vhigh,3,2,big,med,low
1332,vhigh,3,2,big,high,low
1333,vhigh,3,4,small,low,low
1334,vhigh,3,4,small,med,low
1335,vhigh,3,4,small,high,low
1336,vhigh,3,4,med,low,low
1337,vhigh,3,4,med,med,low
1338,vhigh,3,4,med,high,low
1339,vhigh,3,4,big,low,low
1340,vhigh,3,4,big,med,low
1341,vhigh,3,4,big,high,low
1342,vhigh,3,more,small,low,low
1343,vhigh,3,more,small,med,low
1344,vhigh,3,more,small,high,low
1345,vhigh,3,more,med,low,low
1346,vhigh,3,more,med,med,low
1347,vhigh,3,more,med,high,low
1348,vhigh,3,more,big,low,low
1349,vhigh,3,more,big,med,low
1350,vhigh,3,more,big,high,low
1351,vhigh,4,2,small,low,low
1352,vhigh,4,2,small,med,low
1353,vhigh,4,2,small,high,low
1354,vhigh,4,2,med,low,low
1355,vhigh,4,2,med,med,low
1356,vhigh,4,2,med,high,low
1357,vhigh,4,2,big,low,low
1358,vhigh,4,2,big,med,low
1359,vhigh,4,2,big,high,low
1360,vhigh,4,4,small,low,low
1361,vhigh,4,4,small,med,low
1362,vhigh,4,4,small,high,low
1363,vhigh,4,4,med,low,low
1364,vhigh,4,4,med,med,low
1365,vhigh,4,4,med,high,low
1366,vhigh,4,4,big,low,low
1367,vhigh,4,4,big,med,low
1368,vhigh,4,4,big,high,low
1369,vhigh,4,more,small,low,low
1370,vhigh,4,more,small,med,low
1371,vhigh,4,more,small,high,low
1372,vhigh,4,more,med,low,low
1373,vhigh,4,more,med,med,low
1374,vhigh,4,more,med,high,low
1375,vhigh,4,more,big,low,low
1376,vhigh,4,more,big,med,low
1377,vhigh,4,more,big,high,low
1378,vhigh,morethanfive,2,small,low,low
1379,vhigh,morethanfive,2,small,med,low
1380,vhigh,morethanfive,2,small,high,low
1381,vhigh,morethanfive,2,med,low,low
1382,vhigh,morethanfive,2,med,med,low
1383,vhigh,morethanfive,2,med,high,low
1384,vhigh,morethanfive,2,big,low,low
1385,vhigh,morethanfive,2,big,med,low
1386,vhigh,morethanfive,2,big,high,low
1387,vhigh,morethanfive,4,small,low,low
1388,vhigh,morethanfive,4,small,med,low
1389,vhigh,morethanfive,4,small,high,low
1390,vhigh,morethanfive,4,med,low,low
1391,vhigh,morethanfive,4,med,med,low
1392,vhigh,morethanfive,4,med,high,low
1393,vhigh,morethanfive,4,big,low,low
1394,vhigh,morethanfive,4,big,med,low
1395,vhigh,morethanfive,4,big,high,low
1396,vhigh,morethanfive,more,small,low,low
1397,vhigh,morethanfive,more,small,med,low
1398,vhigh,morethanfive,more,small,high,low
1399,vhigh,morethanfive,more,med,low,low
1400,vhigh,morethanfive,more,med,med,low
1401,vhigh,morethanfive,more,med,high,low
1402,vhigh,morethanfive,more,big,low,low
1403,vhigh,morethanfive,more,big,med,low
1404,vhigh,morethanfive,more,big,high,low
1405,high,2,2,small,low,low
1406,high,2,2,small,med,low
1407,high,2,2,small,high,low
1408,high,2,2,med,low,low
1409,high,2,2,med,med,low
1410,high,2,2,med,high,low
1411,high,2,2,big,low,low
1412,high,2,2,big,med,low
1413,high,2,2,big,high,low
1414,high,2,4,small,low,low
1415,high,2,4,small,med,low
1416,high,2,4,small,high,low
1417,high,2,4,med,low,low
1418,high,2,4,med,med,low
1419,high,2,4,med,high,low
1420,high,2,4,big,low,low
1421,high,2,4,big,med,low
1422,high,2,4,big,high,low
1423,high,2,more,small,low,low
1424,high,2,more,small,med,low
1425,high,2,more,small,high,low
1426,high,2,more,med,low,low
1427,high,2,more,med,med,low
1428,high,2,more,med,high,low
1429,high,2,more,big,low,low
1430,high,2,more,big,med,low
1431,high,2,more,big,high,low
1432,high,3,2,small,low,low
1433,high,3,2,small,med,low
1434,high,3,2,small,high,low
1435,high,3,2,med,low,low
1436,high,3,2,med,med,low
1437,high,3,2,med,high,low
1438,high,3,2,big,low,low
1439,high,3,2,big,med,low
1440,high,3,2,big,high,low
1441,high,3,4,small,low,low
1442,high,3,4,small,med,low
1443,high,3,4,small,high,low
1444,high,3,4,med,low,low
1445,high,3,4,med,med,low
1446,high,3,4,med,high,low
1447,high,3,4,big,low,low
1448,high,3,4,big,med,low
1449,high,3,4,big,high,low
1450,high,3,more,small,low,low
1451,high,3,more,small,med,low
1452,high,3,more,small,high,low
1453,high,3,more,med,low,low
1454,high,3,more,med,med,low
1455,high,3,more,med,high,low
1456,high,3,more,big,low,low
1457,high,3,more,big,med,low
1458,high,3,more,big,high,low
1459,high,4,2,small,low,low
1460,high,4,2,small,med,low
1461,high,4,2,small,high,low
1462,high,4,2,med,low,low
1463,high,4,2,med,med,low
1464,high,4,2,med,high,low
1465,high,4,2,big,low,low
1466,high,4,2,big,med,low
1467,high,4,2,big,high,low
1468,high,4,4,small,low,low
1469,high,4,4,small,med,low
1470,high,4,4,small,high,low
1471,high,4,4,med,low,low
1472,high,4,4,med,med,low
1473,high,4,4,med,high,low
1474,high,4,4,big,low,low
1475,high,4,4,big,med,low
1476,high,4,4,big,high,low
1477,high,4,more,small,low,low
1478,high,4,more,small,med,low
1479,high,4,more,small,high,low
1480,high,4,more,med,low,low
1481,high,4,more,med,med,low
1482,high,4,more,med,high,low
1483,high,4,more,big,low,low
1484,high,4,more,big,med,low
1485,high,4,more,big,high,low
1486,high,morethanfive,2,small,low,low
1487,high,morethanfive,2,small,med,low
1488,high,morethanfive,2,small,high,low
1489,high,morethanfive,2,med,low,low
1490,high,morethanfive,2,med,med,low
1491,high,morethanfive,2,med,high,low
1492,high,morethanfive,2,big,low,low
1493,high,morethanfive,2,big,med,low
1494,high,morethanfive,2,big,high,low
1495,high,morethanfive,4,small,low,low
1496,high,morethanfive,4,small,med,low
1497,high,morethanfive,4,small,high,low
1498,high,morethanfive,4,med,low,low
1499,high,morethanfive,4,med,med,low
1500,high,morethanfive,4,med,high,low
1501,high,morethanfive,4,big,low,low
1502,high,morethanfive,4,big,med,low
1503,high,morethanfive,4,big,high,low
1504,high,morethanfive,more,small,low,low
1505,high,morethanfive,more,small,med,low
1506,high,morethanfive,more,small,high,low
1507,high,morethanfive,more,med,low,low
1508,high,morethanfive,more,med,med,low
1509,high,morethanfive,more,med,high,low
1510,high,morethanfive,more,big,low,low
1511,high,morethanfive,more,big,med,low
1512,high,morethanfive,more,big,high,low
1513,med,2,2,small,low,low
1514,med,2,2,small,med,low
1515,med,2,2,small,high,low
1516,med,2,2,med,low,low
1517,med,2,2,med,med,low
1518,med,2,2,med,high,low
1519,med,2,2,big,low,low
1520,med,2,2,big,med,low
1521,med,2,2,big,high,low
1522,med,2,4,small,low,low
1523,med,2,4,small,med,low
1524,med,2,4,small,high,low
1525,med,2,4,med,low,low
1526,med,2,4,med,med,low
1527,med,2,4,med,high,low
1528,med,2,4,big,low,low
1529,med,2,4,big,med,low
1530,med,2,4,big,high,low
1531,med,2,more,small,low,low
1532,med,2,more,small,med,low
1533,med,2,more,small,high,low
1534,med,2,more,med,low,low
1535,med,2,more,med,med,low
1536,med,2,more,med,high,low
1537,med,2,more,big,low,low
1538,med,2,more,big,med,low
1539,med,2,more,big,high,low
1540,med,3,2,small,low,low
1541,med,3,2,small,med,low
1542,med,3,2,small,high,low
1543,med,3,2,med,low,low
1544,med,3,2,med,med,low
1545,med,3,2,med,high,low
1546,med,3,2,big,low,low
1547,med,3,2,big,med,low
1548,med,3,2,big,high,low
1549,med,3,4,small,low,low
1550,med,3,4,small,med,low
1551,med,3,4,small,high,low
1552,med,3,4,med,low,low
1553,med,3,4,med,med,low
1554,med,3,4,med,high,low
1555,med,3,4,big,low,low
1556,med,3,4,big,med,low
1557,med,3,4,big,high,low
1558,med,3,more,small,low,low
1559,med,3,more,small,med,low
1560,med,3,more,small,high,low
1561,med,3,more,med,low,low
1562,med,3,more,med,med,low
1563,med,3,more,med,high,low
1564,med,3,more,big,low,low
1565,med,3,more,big,med,low
1566,med,3,more,big,high,low
1567,med,4,2,small,low,low
1568,med,4,2,small,med,low
1569,med,4,2,small,high,low
1570,med,4,2,med,low,low
1571,med,4,2,med,med,low
1572,med,4,2,med,high,low
1573,med,4,2,big,low,low
1574,med,4,2,big,med,low
1575,med,4,2,big,high,low
1576,med,4,4,small,low,low
1577,med,4,4,small,med,low
1578,med,4,4,small,high,low
1579,med,4,4,med,low,low
1580,med,4,4,med,med,low
1581,med,4,4,med,high,low
1582,med,4,4,big,low,low
1583,med,4,4,big,med,low
1584,med,4,4,big,high,low
1585,med,4,more,small,low,low
1586,med,4,more,small,med,low
1587,med,4,more,small,high,low
1588,med,4,more,med,low,low
1589,med,4,more,med,med,low
1590,med,4,more,med,high,low
1591,med,4,more,big,low,low
1592,med,4,more,big,med,low
1593,med,4,more,big,high,low
1594,med,morethanfive,2,small,low,low
1595,med,morethanfive,2,small,med,low
1596,med,morethanfive,2,small,high,low
1597,med,morethanfive,2,med,low,low
1598,med,morethanfive,2,med,med,low
1599,med,morethanfive,2,med,high,low
1600,med,morethanfive,2,big,low,low
1601,med,morethanfive,2,big,med,low
1602,med,morethanfive,2,big,high,low
1603,med,morethanfive,4,small,low,low
1604,med,morethanfive,4,small,med,low
1605,med,morethanfive,4,small,high,low
1606,med,morethanfive,4,med,low,low
1607,med,morethanfive,4,med,med,low
1608,med,morethanfive,4,med,high,low
1609,med,morethanfive,4,big,low,low
1610,med,morethanfive,4,big,med,low
1611,med,morethanfive,4,big,high,low
1612,med,morethanfive,more,small,low,low
1613,med,morethanfive,more,small,med,low
1614,med,morethanfive,more,small,high,low
1615,med,morethanfive,more,med,low,low
1616,med,morethanfive,more,med,med,low
1617,med,morethanfive,more,med,high,low
1618,med,morethanfive,more,big,low,low
1619,med,morethanfive,more,big,med,low
1620,med,morethanfive,more,big,high,low
1621,low,2,2,small,low,low
1622,low,2,2,small,med,low
1623,low,2,2,small,high,low
1624,low,2,2,med,low,low
1625,low,2,2,med,med,low
1626,low,2,2,med,high,low
1627,low,2,2,big,low,low
1628,low,2,2,big,med,low
1629,low,2,2,big,high,low
1630,low,2,4,small,low,low
1631,low,2,4,small,med,low
1632,low,2,4,small,high,low
1633,low,2,4,med,low,low
1634,low,2,4,med,med,low
1635,low,2,4,med,high,low
1636,low,2,4,big,low,low
1637,low,2,4,big,med,low
1638,low,2,4,big,high,low
1639,low,2,more,small,low,low
1640,low,2,more,small,med,low
1641,low,2,more,small,high,low
1642,low,2,more,med,low,low
1643,low,2,more,med,med,low
1644,low,2,more,med,high,low
1645,low,2,more,big,low,low
1646,low,2,more,big,med,low
1647,low,2,more,big,high,low
1648,low,3,2,small,low,low
